Ranking,Motor,Jogo,Score Neural Elite X,Confianca,Score,Score Base,Score Correlação,Score Final,Score Estratégico,Score Diversidade,Distância Média,Repetidas Último Concurso,Score Repetição,Score Soma,Score Distribuição,Soma,Pares,Ímpares,Classificação
594,Elite X PRO,11 - 18 - 19 - 30 - 40 - 42,62.98,Media,62.42,62.71,30.1,62.42,83.25,75.4,5.04,1,85.0,80.0,85.0,160,4,2,Forte
595,Elite X PRO,10 - 19 - 21 - 22 - 42 - 49,62.97,Media,63.65,66.97,37.94,63.65,67.5,77.0,5.22,0,40.0,80.0,85.0,163,3,3,Forte
596,Elite X PRO,05 - 11 - 34 - 39 - 49 - 56,62.96,Media,65.67,65.85,38.46,65.67,79.0,72.6,5.12,0,40.0,100.0,100.0,194,2,4,Muito Forte
597,Elite X PRO,09 - 24 - 34 - 47 - 56 - 60,62.96,Media,62.45,64.96,35.79,62.45,82.5,72.27,5.04,2,100.0,50.0,100.0,230,4,2,Forte
598,Elite X PRO,06 - 13 - 33 - 35 - 40 - 49,62.93,Media,64.4,66.57,36.24,64.4,74.5,75.2,5.1,0,40.0,100.0,85.0,176,2,4,Forte
599,Elite X PRO,05 - 11 - 35 - 37 - 52 - 56,62.92,Media,64.0,65.86,40.87,64.0,74.5,76.13,5.16,0,40.0,100.0,85.0,196,2,4,Forte
600,Elite X PRO,10 - 11 - 35 - 44 - 48 - 52,62.91,Media,66.09,69.4,37.3,66.09,79.0,71.67,5.02,0,40.0,100.0,100.0,200,4,2,Muito Forte
601,Elite X PRO,04 - 07 - 14 - 41 - 51 - 54,62.9,Media,64.3,65.07,30.02,64.3,74.5,80.47,5.5,0,40.0,100.0,85.0,171,3,3,Forte
602,Elite X PRO,06 - 27 - 31 - 40 - 42 - 53,62.89,Media,65.96,68.03,28.14,65.96,79.0,76.2,5.38,0,40.0,100.0,100.0,199,3,3,Muito Forte
603,Elite X PRO,11 - 16 - 33 - 40 - 42 - 49,62.88,Media,61.43,63.76,37.07,61.43,65.5,80.13,5.26,0,40.0,100.0,55.0,191,3,3,Forte
604,Elite X PRO,04 - 19 - 26 - 34 - 41 - 58,62.87,Media,66.36,62.71,27.93,66.36,79.0,79.07,5.76,0,40.0,100.0,100.0,182,4,2,Muito Forte
605,Elite X PRO,05 - 13 - 36 - 37 - 45 - 56,62.85,Media,65.88,68.48,31.94,65.88,79.0,73.67,5.2,0,40.0,100.0,100.0,192,2,4,Muito Forte
606,Elite X PRO,11 - 30 - 37 - 42 - 48 - 54,62.85,Media,62.84,67.7,37.82,62.84,77.25,68.53,4.74,1,85.0,50.0,100.0,222,4,2,Forte
607,Elite X PRO,10 - 31 - 33 - 38 - 48 - 49,62.85,Media,60.83,65.95,47.43,60.83,58.5,79.4,5.22,0,40.0,80.0,55.0,209,3,3,Forte
608,Elite X PRO,03 - 07 - 44 - 45 - 56 - 58,62.84,Media,59.46,60.25,33.86,59.46,74.25,79.87,5.26,1,85.0,80.0,55.0,213,3,3,Forte
609,Elite X PRO,08 - 13 - 18 - 47 - 58 - 60,62.83,Media,61.99,63.03,25.07,61.99,83.25,79.53,5.4,1,85.0,80.0,85.0,204,4,2,Forte
610,Elite X PRO,01 - 10 - 23 - 42 - 46 - 49,62.83,Media,61.97,65.33,36.86,61.97,65.5,79.0,5.18,0,40.0,100.0,55.0,171,3,3,Forte
611,Elite X PRO,04 - 10 - 20 - 33 - 48 - 53,62.82,Media,65.34,68.68,34.05,65.34,72.0,76.6,5.42,0,40.0,80.0,100.0,168,4,2,Muito Forte
612,Elite X PRO,03 - 04 - 33 - 37 - 38 - 47,62.82,Media,60.26,64.82,27.18,60.26,74.25,80.07,5.3,1,85.0,80.0,55.0,162,2,4,Forte
613,Elite X PRO,10 - 11 - 31 - 39 - 45 - 56,62.81,Media,65.65,66.91,35.23,65.65,79.0,72.33,5.1,0,40.0,100.0,100.0,192,2,4,Muito Forte
614,Elite X PRO,15 - 16 - 18 - 24 - 33 - 56,62.81,Media,62.26,62.46,25.71,62.26,83.25,78.53,5.26,1,85.0,80.0,85.0,162,4,2,Forte
615,Elite X PRO,03 - 04 - 11 - 30 - 42 - 52,62.8,Media,62.64,65.11,31.33,62.64,82.5,71.13,5.0,2,100.0,50.0,100.0,142,4,2,Forte
616,Elite X PRO,04 - 06 - 26 - 49 - 52 - 53,62.79,Media,63.8,65.35,35.91,63.8,74.5,77.93,5.3,0,40.0,100.0,85.0,190,4,2,Forte
617,Elite X PRO,01 - 24 - 37 - 44 - 46 - 48,62.78,Media,64.0,66.66,42.8,64.0,74.5,74.4,5.0,0,40.0,100.0,85.0,200,4,2,Forte
618,Elite X PRO,08 - 13 - 15 - 33 - 42 - 45,62.78,Media,62.42,63.73,28.83,62.42,83.25,76.67,5.2,1,85.0,80.0,85.0,156,2,4,Forte
619,Elite X PRO,01 - 04 - 17 - 23 - 49 - 58,62.77,Media,64.07,63.35,26.77,64.07,87.75,77.0,5.44,1,85.0,80.0,100.0,152,2,4,Forte
620,Elite X PRO,10 - 13 - 17 - 23 - 35 - 46,62.75,Media,62.86,65.15,33.91,62.86,77.25,75.53,5.3,1,85.0,50.0,100.0,144,2,4,Forte
621,Elite X PRO,05 - 10 - 15 - 17 - 38 - 46,62.73,Media,60.6,61.22,35.87,60.6,78.0,77.07,5.26,2,100.0,50.0,85.0,131,3,3,Forte
622,Elite X PRO,03 - 17 - 24 - 28 - 38 - 39,62.73,Media,60.51,61.59,24.22,60.51,78.0,77.87,5.3,2,100.0,50.0,85.0,149,3,3,Forte
623,Elite X PRO,04 - 21 - 33 - 42 - 45 - 56,62.72,Media,65.09,69.83,28.12,65.09,72.0,76.6,5.38,0,40.0,80.0,100.0,201,3,3,Muito Forte
624,Elite X PRO,13 - 19 - 35 - 40 - 42 - 54,62.72,Media,63.27,68.58,36.47,63.27,67.5,75.67,5.12,0,40.0,80.0,85.0,203,3,3,Forte
625,Elite X PRO,08 - 11 - 33 - 34 - 40 - 44,62.7,Media,63.96,63.88,40.42,63.96,74.5,77.6,5.28,0,40.0,100.0,85.0,170,4,2,Forte
626,Elite X PRO,18 - 25 - 28 - 31 - 42 - 43,62.69,Media,63.05,59.24,30.22,63.05,74.5,84.67,5.76,0,40.0,100.0,85.0,187,3,3,Forte
627,Elite X PRO,01 - 03 - 18 - 30 - 45 - 59,62.68,Media,63.47,61.51,23.23,63.47,93.0,71.93,5.06,2,100.0,80.0,100.0,156,2,4,Forte
628,Elite X PRO,01 - 15 - 16 - 20 - 37 - 54,62.66,Media,61.13,64.96,31.94,61.13,72.75,76.07,5.12,1,85.0,50.0,85.0,143,3,3,Forte
629,Elite X PRO,04 - 09 - 21 - 34 - 35 - 47,62.64,Media,62.39,64.12,31.83,62.39,83.25,75.73,5.18,1,85.0,80.0,85.0,150,2,4,Forte
630,Elite X PRO,01 - 05 - 30 - 33 - 36 - 42,62.64,Media,60.83,62.84,32.91,60.83,72.75,75.73,5.18,1,85.0,50.0,85.0,147,3,3,Forte
631,Elite X PRO,10 - 14 - 24 - 27 - 35 - 49,62.63,Media,65.33,69.44,36.17,65.33,72.0,70.4,4.92,0,40.0,80.0,100.0,159,3,3,Muito Forte
632,Elite X PRO,16 - 19 - 27 - 40 - 44 - 49,62.58,Media,63.78,66.2,31.75,63.78,74.5,75.93,5.1,0,40.0,100.0,85.0,195,3,3,Forte
633,Elite X PRO,10 - 13 - 18 - 33 - 40 - 56,62.57,Media,64.1,65.95,37.25,64.1,74.5,77.0,5.24,0,40.0,100.0,85.0,170,4,2,Forte
634,Elite X PRO,04 - 23 - 24 - 34 - 35 - 49,62.57,Media,63.36,67.67,31.8,63.36,67.5,76.6,5.22,0,40.0,80.0,85.0,169,3,3,Forte
635,Elite X PRO,01 - 03 - 14 - 21 - 54 - 56,62.57,Media,60.9,64.03,29.16,60.9,72.75,76.27,5.16,1,85.0,50.0,85.0,149,3,3,Forte
636,Elite X PRO,03 - 04 - 13 - 21 - 42 - 52,62.54,Media,62.82,65.4,31.37,62.82,77.25,75.4,5.32,1,85.0,50.0,100.0,135,3,3,Forte
637,Elite X PRO,14 - 27 - 38 - 39 - 49 - 60,62.54,Media,62.68,67.8,30.51,62.68,77.25,70.8,4.94,1,85.0,50.0,100.0,227,3,3,Forte
638,Elite X PRO,04 - 13 - 14 - 24 - 49 - 53,62.52,Media,65.39,70.45,34.09,65.39,72.0,71.8,5.02,0,40.0,80.0,100.0,157,3,3,Muito Forte
639,Elite X PRO,04 - 11 - 27 - 33 - 36 - 53,62.51,Media,65.05,68.21,36.64,65.05,72.0,75.33,5.3,0,40.0,80.0,100.0,164,2,4,Muito Forte
640,Elite X PRO,13 - 14 - 27 - 36 - 40 - 44,62.51,Media,63.96,65.56,36.24,63.96,74.5,75.8,5.12,0,40.0,100.0,85.0,174,4,2,Forte
641,Elite X PRO,06 - 09 - 21 - 30 - 37 - 38,62.5,Media,58.59,66.22,32.98,58.59,69.0,71.27,4.64,2,100.0,50.0,55.0,141,3,3,Forte
642,Elite X PRO,10 - 19 - 33 - 36 - 53 - 54,62.48,Media,63.11,68.68,35.42,63.11,67.5,76.67,5.2,0,40.0,80.0,85.0,205,3,3,Forte
643,Elite X PRO,11 - 21 - 24 - 33 - 49 - 52,62.46,Media,65.37,66.9,31.07,65.37,79.0,73.8,5.14,0,40.0,100.0,100.0,190,2,4,Muito Forte
644,Elite X PRO,13 - 21 - 32 - 36 - 42 - 45,62.46,Media,63.67,66.2,24.29,63.67,74.5,79.8,5.42,0,40.0,100.0,85.0,189,3,3,Forte
645,Elite X PRO,09 - 14 - 21 - 30 - 33 - 37,62.46,Media,60.76,65.87,33.01,60.76,78.0,69.87,4.7,2,100.0,50.0,85.0,144,2,4,Forte
646,Elite X PRO,11 - 13 - 29 - 32 - 48 - 55,62.45,Media,65.05,64.02,29.11,65.05,79.0,79.47,5.56,0,40.0,100.0,100.0,188,2,4,Muito Forte
647,Elite X PRO,01 - 09 - 15 - 30 - 46 - 53,62.43,Media,64.16,66.57,31.92,64.16,86.0,65.53,4.58,3,80.0,80.0,100.0,154,2,4,Forte
648,Elite X PRO,06 - 14 - 37 - 42 - 46 - 47,62.42,Media,63.5,65.14,35.01,63.5,74.5,78.53,5.32,0,40.0,100.0,85.0,192,4,2,Forte
649,Elite X PRO,04 - 18 - 23 - 45 - 47 - 50,62.42,Media,63.35,63.74,23.79,63.35,74.5,82.93,5.64,0,40.0,100.0,85.0,187,3,3,Forte
650,Elite X PRO,05 - 10 - 37 - 44 - 46 - 48,62.42,Media,61.2,65.39,40.84,61.2,65.5,77.27,5.06,0,40.0,100.0,55.0,190,4,2,Forte
651,Elite X PRO,06 - 09 - 10 - 30 - 33 - 52,62.42,Media,60.73,65.53,34.42,60.73,78.0,71.27,4.78,2,100.0,50.0,85.0,140,4,2,Forte
652,Elite X PRO,09 - 38 - 40 - 41 - 44 - 45,62.42,Media,59.48,63.18,32.79,59.48,74.25,76.47,5.0,1,85.0,80.0,55.0,217,3,3,Forte
653,Elite X PRO,04 - 05 - 14 - 37 - 47 - 52,62.4,Media,65.05,68.27,31.3,65.05,72.0,76.6,5.42,0,40.0,80.0,100.0,159,3,3,Muito Forte
654,Elite X PRO,01 - 08 - 28 - 32 - 50 - 57,62.4,Media,64.93,60.13,32.93,64.93,79.0,81.53,5.78,0,40.0,100.0,100.0,176,4,2,Forte
655,Elite X PRO,14 - 15 - 18 - 44 - 48 - 59,62.4,Media,60.08,61.49,25.61,60.08,81.25,79.2,5.14,1,85.0,100.0,55.0,198,4,2,Forte
656,Elite X PRO,06 - 10 - 21 - 35 - 44 - 54,62.39,Media,66.04,69.85,32.41,66.04,79.0,69.8,4.9,0,40.0,100.0,100.0,170,4,2,Muito Forte
657,Elite X PRO,07 - 11 - 17 - 23 - 36 - 52,62.37,Media,62.06,60.82,33.54,62.06,77.25,79.73,5.6,1,85.0,50.0,100.0,146,2,4,Forte
658,Elite X PRO,09 - 27 - 44 - 46 - 53 - 60,62.36,Media,60.31,64.48,37.78,60.31,78.0,71.13,4.76,2,100.0,50.0,85.0,239,3,3,Forte
659,Elite X PRO,20 - 27 - 30 - 31 - 54 - 59,62.35,Media,60.09,61.5,35.08,60.09,72.75,76.27,5.1,1,85.0,50.0,85.0,221,3,3,Forte
660,Elite X PRO,09 - 13 - 24 - 27 - 37 - 38,62.33,Media,61.12,67.99,34.19,61.12,72.75,70.67,4.76,1,85.0,50.0,85.0,148,2,4,Forte
661,Elite X PRO,01 - 13 - 21 - 48 - 49 - 56,62.32,Media,65.4,68.3,27.95,65.4,79.0,72.87,5.1,0,40.0,100.0,100.0,188,2,4,Muito Forte
662,Elite X PRO,06 - 11 - 38 - 39 - 49 - 57,62.29,Media,65.19,66.03,38.58,65.19,79.0,72.33,5.1,0,40.0,100.0,100.0,200,2,4,Muito Forte
663,Elite X PRO,05 - 06 - 21 - 24 - 38 - 60,62.28,Media,61.7,60.91,31.04,61.7,83.25,77.33,5.26,1,85.0,80.0,85.0,154,4,2,Forte
664,Elite X PRO,04 - 16 - 32 - 33 - 52 - 53,62.27,Media,63.21,63.63,32.03,63.21,74.5,82.27,5.62,0,40.0,100.0,85.0,190,4,2,Forte
665,Elite X PRO,04 - 15 - 26 - 31 - 32 - 37,62.27,Media,60.82,64.93,26.56,60.82,72.75,78.73,5.34,1,85.0,50.0,85.0,145,3,3,Forte
666,Elite X PRO,04 - 08 - 33 - 37 - 49 - 55,62.26,Media,63.52,66.91,30.02,63.52,74.5,76.4,5.24,0,40.0,100.0,85.0,186,2,4,Forte
667,Elite X PRO,11 - 16 - 36 - 37 - 42 - 56,62.26,Media,63.34,64.61,39.55,63.34,74.5,77.27,5.24,0,40.0,100.0,85.0,198,4,2,Forte
668,Elite X PRO,06 - 10 - 35 - 39 - 44 - 48,62.26,Media,61.11,65.21,38.48,61.11,65.5,75.0,4.94,0,40.0,100.0,55.0,182,4,2,Forte
669,Elite X PRO,04 - 10 - 21 - 30 - 37 - 39,62.25,Media,58.76,67.22,37.28,58.76,63.75,72.33,4.72,1,85.0,50.0,55.0,141,3,3,Forte
670,Elite X PRO,03 - 08 - 09 - 21 - 42 - 54,62.24,Media,60.4,63.43,29.91,60.4,78.0,73.47,4.96,2,100.0,50.0,85.0,137,3,3,Forte
671,Elite X PRO,03 - 11 - 27 - 30 - 33 - 38,62.24,Media,60.16,62.0,35.98,60.16,78.0,73.07,4.94,2,100.0,50.0,85.0,142,2,4,Forte
672,Elite X PRO,01 - 03 - 19 - 39 - 40 - 48,62.22,Media,61.66,60.77,33.87,61.66,83.25,76.67,5.26,1,85.0,80.0,85.0,150,2,4,Forte
673,Elite X PRO,07 - 10 - 18 - 48 - 53 - 57,62.2,Media,63.43,65.66,26.01,63.43,74.5,79.93,5.46,0,40.0,100.0,85.0,193,3,3,Forte
674,Elite X PRO,06 - 19 - 38 - 44 - 45 - 47,62.18,Media,63.51,66.27,30.41,63.51,74.5,77.73,5.26,0,40.0,100.0,85.0,199,3,3,Forte
675,Elite X PRO,12 - 18 - 27 - 33 - 41 - 49,62.18,Media,63.24,61.79,32.82,63.24,74.5,80.2,5.42,0,40.0,100.0,85.0,180,2,4,Forte
676,Elite X PRO,06 - 09 - 14 - 19 - 36 - 53,62.18,Media,60.51,62.65,36.99,60.51,72.75,75.4,5.12,1,85.0,50.0,85.0,137,3,3,Forte
677,Elite X PRO,03 - 09 - 12 - 41 - 45 - 46,62.18,Media,58.73,57.95,30.02,58.73,79.5,79.67,5.24,2,100.0,80.0,55.0,156,2,4,Forte
678,Elite X PRO,05 - 08 - 13 - 38 - 47 - 52,62.17,Media,64.85,68.38,27.0,64.85,72.0,77.4,5.48,0,40.0,80.0,100.0,163,3,3,Forte
679,Elite X PRO,19 - 21 - 31 - 33 - 38 - 42,62.14,Media,62.9,62.31,30.85,62.9,74.5,81.13,5.5,0,40.0,100.0,85.0,184,2,4,Forte
680,Elite X PRO,06 - 09 - 10 - 15 - 45 - 52,62.13,Media,60.53,65.39,27.52,60.53,78.0,72.27,4.88,2,100.0,50.0,85.0,137,3,3,Forte
681,Elite X PRO,10 - 14 - 19 - 34 - 39 - 52,62.12,Media,62.61,64.45,40.09,62.61,67.5,78.07,5.32,0,40.0,80.0,85.0,168,4,2,Forte
682,Elite X PRO,03 - 09 - 14 - 30 - 35 - 44,62.1,Media,62.57,66.28,40.11,62.57,75.5,64.47,4.5,3,80.0,50.0,100.0,135,3,3,Forte
683,Elite X PRO,10 - 11 - 15 - 21 - 32 - 42,62.1,Media,62.4,64.7,34.05,62.4,77.25,73.67,5.16,1,85.0,50.0,100.0,131,3,3,Forte
684,Elite X PRO,01 - 13 - 24 - 30 - 37 - 40,62.1,Media,60.92,67.48,29.03,60.92,72.75,70.67,4.76,1,85.0,50.0,85.0,145,3,3,Forte
685,Elite X PRO,23 - 30 - 33 - 40 - 48 - 53,62.07,Media,60.19,63.77,33.64,60.19,72.75,76.53,5.18,1,85.0,50.0,85.0,227,3,3,Forte
686,Elite X PRO,18 - 23 - 26 - 35 - 45 - 53,62.04,Media,64.8,64.08,35.41,64.8,79.0,77.8,5.44,0,40.0,100.0,100.0,200,2,4,Forte
687,Elite X PRO,10 - 14 - 24 - 27 - 35 - 41,62.04,Media,64.68,67.23,37.87,64.68,72.0,74.13,5.2,0,40.0,80.0,100.0,151,3,3,Forte
688,Elite X PRO,09 - 35 - 37 - 44 - 45 - 56,62.02,Media,60.47,67.25,40.73,60.47,72.75,69.07,4.66,1,85.0,50.0,85.0,226,2,4,Forte
689,Elite X PRO,01 - 19 - 24 - 44 - 47 - 49,61.99,Baixa,63.0,64.61,32.41,63.0,74.5,74.67,5.02,0,40.0,100.0,85.0,184,2,4,Forte
690,Elite X PRO,03 - 05 - 14 - 15 - 44 - 58,61.96,Baixa,59.78,60.14,30.19,59.78,78.0,75.73,5.16,2,100.0,50.0,85.0,139,3,3,Forte
691,Elite X PRO,10 - 12 - 13 - 23 - 47 - 58,61.95,Baixa,64.64,68.02,25.48,64.64,72.0,78.47,5.52,0,40.0,80.0,100.0,163,3,3,Forte
692,Elite X PRO,07 - 14 - 35 - 36 - 45 - 47,61.95,Baixa,62.73,62.35,31.28,62.73,74.5,79.47,5.44,0,40.0,100.0,85.0,184,2,4,Forte
693,Elite X PRO,13 - 14 - 19 - 40 - 48 - 52,61.94,Baixa,63.01,64.59,28.61,63.01,74.5,80.07,5.4,0,40.0,100.0,85.0,186,4,2,Forte
694,Elite X PRO,04 - 22 - 29 - 39 - 41 - 43,61.93,Baixa,62.76,59.19,34.19,62.76,74.5,82.87,5.66,0,40.0,100.0,85.0,178,2,4,Forte
695,Elite X PRO,01 - 30 - 37 - 53 - 54 - 60,61.93,Baixa,60.01,65.12,33.4,60.01,78.0,70.0,4.64,2,100.0,50.0,85.0,235,3,3,Forte
696,Elite X PRO,05 - 15 - 19 - 26 - 47 - 48,61.92,Baixa,61.48,61.67,21.86,61.48,83.25,80.53,5.48,1,85.0,80.0,85.0,160,2,4,Forte
697,Elite X PRO,04 - 19 - 24 - 27 - 35 - 44,61.9,Baixa,64.71,68.76,35.62,64.71,72.0,72.0,5.04,0,40.0,80.0,100.0,153,3,3,Forte
698,Elite X PRO,15 - 21 - 34 - 42 - 58 - 59,61.9,Baixa,61.77,63.89,27.88,61.77,77.25,78.07,5.44,1,85.0,50.0,100.0,229,3,3,Forte
699,Elite X PRO,03 - 28 - 36 - 48 - 49 - 60,61.9,Baixa,61.29,62.69,28.7,61.29,82.5,74.2,5.2,2,100.0,50.0,100.0,224,4,2,Forte
700,Elite X PRO,01 - 13 - 14 - 37 - 45 - 56,61.89,Baixa,64.7,69.68,32.55,64.7,72.0,72.73,5.1,0,40.0,80.0,100.0,166,2,4,Forte
701,Elite X PRO,09 - 21 - 27 - 47 - 52 - 56,61.89,Baixa,61.26,62.94,28.17,61.26,83.25,76.13,5.14,1,85.0,80.0,85.0,212,2,4,Forte
702,Elite X PRO,07 - 23 - 27 - 33 - 48 - 54,61.88,Baixa,64.85,66.1,27.66,64.85,79.0,77.07,5.42,0,40.0,100.0,100.0,192,2,4,Forte
703,Elite X PRO,04 - 13 - 32 - 39 - 54 - 56,61.87,Baixa,63.31,67.04,35.56,63.31,74.5,75.6,5.12,0,40.0,100.0,85.0,198,4,2,Forte
704,Elite X PRO,01 - 04 - 38 - 39 - 53 - 54,61.86,Baixa,61.0,67.33,28.37,61.0,65.5,77.0,5.06,0,40.0,100.0,55.0,189,3,3,Forte
705,Elite X PRO,10 - 23 - 37 - 40 - 54 - 60,61.86,Baixa,60.18,65.68,36.66,60.18,72.75,74.13,5.0,1,85.0,50.0,85.0,224,4,2,Forte
706,Elite X PRO,06 - 11 - 13 - 38 - 42 - 58,61.84,Baixa,64.34,67.03,32.68,64.34,72.0,75.4,5.3,0,40.0,80.0,100.0,168,4,2,Forte
707,Elite X PRO,01 - 16 - 27 - 35 - 41 - 48,61.82,Baixa,64.03,64.38,34.47,64.03,72.0,77.67,5.46,0,40.0,80.0,100.0,168,2,4,Forte
708,Elite X PRO,06 - 33 - 37 - 44 - 53 - 60,61.82,Baixa,60.17,65.11,36.55,60.17,72.75,73.53,4.98,1,85.0,50.0,85.0,233,3,3,Forte
709,Elite X PRO,11 - 14 - 24 - 38 - 42 - 47,61.78,Baixa,63.16,63.75,31.92,63.16,74.5,78.33,5.28,0,40.0,100.0,85.0,176,4,2,Forte
710,Elite X PRO,04 - 13 - 23 - 33 - 41 - 46,61.77,Baixa,64.29,66.36,35.04,64.29,72.0,78.73,5.54,0,40.0,80.0,100.0,160,2,4,Forte
711,Elite X PRO,04 - 11 - 31 - 35 - 44 - 59,61.76,Baixa,64.74,66.81,24.83,64.74,79.0,73.13,5.16,0,40.0,100.0,100.0,184,2,4,Forte
712,Elite X PRO,05 - 14 - 18 - 29 - 44 - 56,61.76,Baixa,63.89,63.57,37.73,63.89,72.0,76.33,5.36,0,40.0,80.0,100.0,166,4,2,Forte
713,Elite X PRO,10 - 21 - 36 - 37 - 53 - 54,61.74,Baixa,62.54,68.67,37.49,62.54,67.5,74.13,5.0,0,40.0,80.0,85.0,211,3,3,Forte
714,Elite X PRO,04 - 13 - 15 - 27 - 36 - 47,61.73,Baixa,62.21,66.54,29.16,62.21,77.25,74.2,5.2,1,85.0,50.0,100.0,142,2,4,Forte
715,Elite X PRO,13 - 30 - 38 - 45 - 52 - 53,61.73,Baixa,61.75,65.18,31.92,61.75,77.25,71.67,4.96,1,85.0,50.0,100.0,231,3,3,Forte
716,Elite X PRO,09 - 22 - 41 - 44 - 48 - 54,61.72,Baixa,61.17,63.08,32.13,61.17,83.25,74.4,5.0,1,85.0,80.0,85.0,218,4,2,Forte
717,Elite X PRO,07 - 28 - 36 - 37 - 47 - 52,61.71,Baixa,64.01,67.19,29.17,64.01,72.0,78.07,5.52,0,40.0,80.0,100.0,207,3,3,Forte
718,Elite X PRO,19 - 24 - 30 - 39 - 48 - 54,61.68,Baixa,62.95,64.8,27.24,62.95,87.75,69.0,4.78,1,85.0,80.0,100.0,214,4,2,Forte
719,Elite X PRO,11 - 36 - 37 - 42 - 44 - 60,61.68,Baixa,59.96,64.78,41.56,59.96,72.75,73.0,4.92,1,85.0,50.0,85.0,230,4,2,Forte
720,Elite X PRO,07 - 08 - 24 - 35 - 47 - 53,61.67,Baixa,64.97,65.64,27.52,64.97,79.0,75.67,5.34,0,40.0,100.0,100.0,174,2,4,Forte
721,Elite X PRO,08 - 10 - 36 - 39 - 45 - 48,61.66,Baixa,60.3,63.12,36.78,60.3,65.5,78.73,5.22,0,40.0,100.0,55.0,186,4,2,Forte
722,Elite X PRO,04 - 10 - 21 - 40 - 45 - 47,61.64,Baixa,62.71,68.29,25.94,62.71,67.5,78.27,5.34,0,40.0,80.0,85.0,167,3,3,Forte
723,Elite X PRO,01 - 24 - 29 - 32 - 37 - 59,61.62,Baixa,62.64,62.78,28.97,62.64,74.5,79.2,5.4,0,40.0,100.0,85.0,182,2,4,Forte
724,Elite X PRO,06 - 09 - 10 - 33 - 42 - 48,61.6,Baixa,57.78,63.78,36.99,57.78,63.75,77.53,5.08,1,85.0,50.0,55.0,148,4,2,Forte
725,Elite X PRO,13 - 19 - 23 - 42 - 49 - 52,61.55,Baixa,62.83,64.99,34.58,62.83,74.5,78.33,5.28,0,40.0,100.0,85.0,198,2,4,Forte
726,Elite X PRO,09 - 10 - 44 - 49 - 52 - 56,61.55,Baixa,58.92,64.72,38.48,58.92,74.25,71.87,4.66,1,85.0,80.0,55.0,220,4,2,Forte
727,Elite X PRO,10 - 14 - 18 - 45 - 49 - 54,61.54,Baixa,62.9,66.51,31.69,62.9,74.5,73.73,4.98,0,40.0,100.0,85.0,190,4,2,Forte
728,Elite X PRO,10 - 21 - 37 - 39 - 49 - 54,61.52,Baixa,64.34,71.92,38.91,64.34,72.0,67.4,4.72,0,40.0,80.0,100.0,210,2,4,Forte
729,Elite X PRO,04 - 10 - 27 - 36 - 39 - 44,61.51,Baixa,62.55,67.87,41.06,62.55,67.5,73.07,4.98,0,40.0,80.0,85.0,160,4,2,Forte
730,Elite X PRO,06 - 10 - 15 - 31 - 32 - 45,61.51,Baixa,59.8,61.25,33.24,59.8,72.75,76.93,5.28,1,85.0,50.0,85.0,139,3,3,Forte
731,Elite X PRO,04 - 23 - 26 - 33 - 40 - 56,61.5,Baixa,62.57,62.88,26.37,62.57,74.5,81.33,5.56,0,40.0,100.0,85.0,182,4,2,Forte
732,Elite X PRO,09 - 37 - 42 - 48 - 49 - 54,61.5,Baixa,60.23,67.69,37.73,60.23,72.75,70.0,4.68,1,85.0,50.0,85.0,239,3,3,Forte
733,Elite X PRO,04 - 18 - 31 - 47 - 49 - 53,61.48,Baixa,63.65,66.38,34.91,63.65,72.0,75.67,5.32,0,40.0,80.0,100.0,202,2,4,Forte
734,Elite X PRO,11 - 18 - 31 - 46 - 48 - 60,61.48,Baixa,60.56,59.53,30.01,60.56,83.25,78.73,5.32,1,85.0,80.0,85.0,214,4,2,Forte
735,Elite X PRO,01 - 06 - 10 - 47 - 48 - 53,61.48,Baixa,60.05,66.08,33.67,60.05,58.5,80.73,5.32,0,40.0,80.0,55.0,165,3,3,Forte
736,Elite X PRO,01 - 05 - 10 - 30 - 42 - 56,61.48,Baixa,59.84,62.53,37.61,59.84,72.75,73.73,4.98,1,85.0,50.0,85.0,144,4,2,Forte
737,Elite X PRO,07 - 09 - 17 - 24 - 38 - 41,61.46,Baixa,61.05,60.19,32.36,61.05,82.5,74.6,5.26,2,100.0,50.0,100.0,136,2,4,Forte
738,Elite X PRO,04 - 14 - 27 - 30 - 32 - 37,61.46,Baixa,60.08,64.73,34.14,60.08,72.75,73.87,5.0,1,85.0,50.0,85.0,144,4,2,Forte
739,Elite X PRO,01 - 08 - 39 - 44 - 48 - 52,61.43,Baixa,62.64,64.77,33.12,62.64,74.5,75.73,5.16,0,40.0,100.0,85.0,192,4,2,Forte
740,Elite X PRO,11 - 13 - 35 - 38 - 39 - 42,61.41,Baixa,60.6,64.29,35.37,60.6,65.5,77.2,5.02,0,40.0,100.0,55.0,178,2,4,Forte
741,Elite X PRO,08 - 17 - 21 - 24 - 29 - 59,61.4,Baixa,60.62,57.77,24.86,60.62,83.25,82.0,5.56,1,85.0,80.0,85.0,158,2,4,Forte
742,Elite X PRO,10 - 13 - 21 - 23 - 36 - 52,61.39,Baixa,64.17,67.49,29.86,64.17,72.0,76.47,5.36,0,40.0,80.0,100.0,155,3,3,Forte
743,Elite X PRO,04 - 13 - 15 - 21 - 33 - 56,61.39,Baixa,62.0,67.08,26.99,62.0,77.25,73.87,5.16,1,85.0,50.0,100.0,142,2,4,Forte
